,Time,User,Tweet
90,2023-06-13 22:11:57+00:00,Rahul04980546,"today's lowest news sentiment stocks
 under S&amp;P500 Explore stock sentiments 

https://t.co/n3ZDCLpLpg

$APT $JAKK $DYNT $SPV $LMND  $W $JAGX $T $INO  $BYFC $TSLA $SPY $BOXL $AAPL $AYRO $BNGO $DKNG $APPL https://t.co/72P8SJE9li"
91,2023-06-13 19:29:48+00:00,Rahul04980546,"today's lowest news sentiment stocks
 under S&amp;P500 Explore stock sentiments 

👉https://t.co/QPUu8kWJcK

$APT $JAKK $DYNT $SPV $LMND  $W $JAGX $T $INO  $BYFC $TSLA $SPY $BOXL $AAPL $AYRO $BNGO $DKNG $APPL https://t.co/HV3h1r6LQB"
92,2023-06-13 19:00:02+00:00,CryptoTreeMap,"https://t.co/t6kVcSK6IH

Stock market:
$TM +5.87% 📈
$NVDA +3.66% 📈
$TSLA +3.32% 📈
$BHP +2.92% 📈

$AMD -3.1% 📉
$601857.SS -2.19% 📉

#TM #NVDA #TSLA #BHP #AMD #601857.SS #TSLA #APPL #stocks #trading #investing https://t.co/gUDwlJOGFB"
93,2023-06-13 18:10:00+00:00,baptistaresearc,"Wonderfully explained - Apple $APPL and a Few Tech Stocks Are Pushing This Bull. Why That’s Worrying. - https://t.co/TTPaSrSRxJ

#APPL #stocks #markets #investing #trading #stockmarket #USA #NYC"
94,2023-06-13 17:19:47+00:00,anita37992698,"today's lowest news sentiment stocks
 under S&amp;P500 Explore stock sentiments 

https://t.co/tZvQdVNEDM

$APT $JAKK $DYNT $SPV $LMND  $W $JAGX $T $INO  $BYFC $TSLA $SPY $BOXL $AAPL $AYRO $BNGO $DKNG $APPL https://t.co/hiPkArU2f7"
95,2023-06-13 17:00:02+00:00,CryptoTreeMap,"https://t.co/t6kVcSK6IH

Stock market:
$TM +6.15% 📈
$TSLA +3.37% 📈
$NVDA +3.22% 📈
$BHP +3.18% 📈

$601857.SS -2.19% 📉
$CRM -2.09% 📉

#TM #TSLA #NVDA #BHP #601857.SS #CRM #TSLA #APPL #stocks #trading #investing https://t.co/8zwpKzw4io"
96,2023-06-13 15:00:02+00:00,CryptoTreeMap,"https://t.co/t6kVcSKEyf

Stock market:
$TM +6.03% 📈
$BHP +3.21% 📈
$INTC +2.63% 📈
$TCEHY +2.63% 📈

$601857.SS -2.19% 📉
$CRM -1.52% 📉

#TM #BHP #INTC #TCEHY #601857.SS #CRM #TSLA #APPL #stocks #trading #investing https://t.co/qypGOJlGT3"
97,2023-06-13 13:20:44+00:00,RiskRichie,"RT @CityIndex_Josh: #Stocks to watch today: 

🚨 #CPI moderates as markets bet on #Fed pause

☁️ $ORCL at ATH on #AI catalysts

🚗 $TSLA cele…"
98,2023-06-13 13:20:07+00:00,CityIndex,"RT @CityIndex_Josh: #Stocks to watch today: 

🚨 #CPI moderates as markets bet on #Fed pause

☁️ $ORCL at ATH on #AI catalysts

🚗 $TSLA cele…"
99,2023-06-13 13:19:39+00:00,CityIndex_Josh,"#Stocks to watch today: 

🚨 #CPI moderates as markets bet on #Fed pause

☁️ $ORCL at ATH on #AI catalysts

🚗 $TSLA celebrates longest-ever winning streak

🍎 $APPL falls from highs on downgrade

⛴️ $CCL rally continues

🇨🇳 Chinese #shares up

Read on 👇
https://t.co/CR0cucdoZl https://t.co/7LGCZwL6eh"
100,2023-06-13 12:50:46+00:00,SuburbanDrune,"RT @SuburbanDrone: Cramer says you investors should only own Seven Magnificent Seven stocks in the whole ""market"":
APPL, NVDA, MSFT, GOOG,…"
101,2023-06-13 10:16:59+00:00,gginvestments1,"Have you ever in your life seen money pile into the same 6 stocks as hard and fast as it has been lately? lol People have to be nuts. I don’t give a fuck what’s going on, I’m not buying $APPL $AMZN $TSLA $MSFT $NVDA or $AMD right now because the risk to reward is so fucked lmao https://t.co/tt6QiyGqk9"
102,2023-06-13 07:00:07+00:00,AvaTrade,"#Apple (APPL) shares closed at $183.79 per share on Monday, an all-time-high for the #iPhone maker who now nears a $3 trillion market cap! 

Watch #Apple 👉 https://t.co/3cgmD8hRX5 https://t.co/pZ4uUuxL0s"
103,2023-06-13 05:54:31+00:00,stock26583922,"today's lowest news sentiment stocks
 under S&amp;P500 Explore stock sentiments 

https://t.co/YcTJ9TFsB3

$APT $JAKK $DYNT $SPV $LMND  $W $JAGX $T $INO  $BYFC $TSLA $SPY $BOXL $AAPL $AYRO $BNGO $DKNG $APPL https://t.co/lZrhKTCzQD"
